uuid,name,phone,x,y,produto_comprado
50ddf4ef-132d-4268-8a90-7df2a1149b7e,Shannon Macdonald,001-515-470-8422x1782,-49.2883501,-16.6307515,product_291
2635cc3d-cbfa-4160-86b0-3bfd50ef276c,Brandon Reynolds,(458)712-3900x367,-49.2663429,-16.6086879,product_184
35e52447-48af-464a-b1b4-e0c08b62a076,Erin Hart,902.394.5632x89504,-49.2668745,-16.5974587,product_139
eacb1e3c-78f2-41a0-a39c-36d0985739bc,Shannon Kelly,001-653-990-2359x0196,-49.2640009,-16.6044066,product_765
99293677-837a-4f1f-84de-ce0c04621116,Emily Hill,441.214.1683,-49.2992143,-16.6255486,product_934
32616a9b-4934-409f-9853-4f76c85c5038,Monique Abbott,7598299567,-49.2543668,-16.6137042,product_372
500f5cb0-aec8-4224-b67d-2d832420901f,Robert Marshall,001-313-845-1895x69332,-49.2559577,-16.6052435,product_868
bbe07cd9-d7ab-4246-a925-137e05e5b6ae,Scott Gallegos,5513291383,-49.2992669,-16.6369913,product_175
b782a629-37a6-4fd9-add1-4bba190b5d9b,Richard Henry,967.302.7028x535,-49.2752883,-16.6234176,product_636
d6d380ee-032f-4a1f-b1ff-b275f20eee3e,David Hatfield,001-862-337-2197x783,-49.298854,-16.6160689,product_472
9bbb3f33-6ea8-4198-8c4e-ecdbb145a146,Alexandria Chambers,795.220.6484x25907,-49.2483756,-16.6327673,product_75
8d50fd2d-91ee-4716-a23e-cc4305e4758a,Paul Davis,449-959-9550x3677,-49.2992305,-16.6194326,product_123
b3df2f14-2618-41a9-9574-766b4bafa356,Jennifer Ingram,001-633-349-6103x86684,-49.2868455,-16.5804902,product_792
4a45069f-fb91-43b1-b152-2e26e5502680,Pedro Ramirez,360.740.2133x617,-49.2910431,-16.6197322,product_50
41975575-c0f8-433d-9376-ea75e600b83c,Norma Powers,+1-508-284-8788x26494,-49.2841904,-16.6161778,product_91
53e3bee7-2e6a-4e66-93aa-21996855746f,Derek Rodriguez,(365)621-2729,-49.2504158,-16.6148149,product_895
775d9ef7-9c57-4ea5-b87c-d6b654c0dfbb,Ashley Williams,+1-851-978-9081,-49.2974687,-16.6354092,product_63
4e324d8c-25f6-4af0-ba31-794a325f9fd1,Brad Stanley,+1-669-530-6284x11806,-49.2830785,-16.6201067,product_319
ad778faa-44e4-42bd-9eb4-89ad8bbc1840,Laura Lee,823-209-4903,-49.2520815,-16.6228057,product_40
7b12bb25-3f6e-444b-9a42-abc2877e546b,Christina Kramer,654-217-2553x28747,-49.2975378,-16.6235718,product_923
9adea687-c935-47f5-a2d7-a9876682211c,Kristin Stafford,594.853.4998x542,-49.2487488,-16.6111831,product_602
00a2a42d-d999-4d9a-acea-9ee21900bf36,Kathy Sullivan,+1-390-895-7938x61971,-49.286077,-16.615527,product_867
9290a343-e602-4616-a270-e9afe62cd781,Megan Nelson,+1-714-576-4489x966,-49.24669,-16.6137939,product_442
34c10528-865c-4599-8b77-7f056300f8c4,Stephanie Reed,(349)264-4137x86799,-49.2659716,-16.5798789,product_155
8ec0901f-b0c9-4990-a07d-7e17320e9dcc,Daniel Bass,(692)832-6349x940,-49.239226,-16.6202538,product_272
a81c2785-a87f-405f-96c1-56517242a0d2,Richard Lyons,526-362-8321x45426,-49.2433646,-16.6071368,product_388
407c4c97-a946-4cd2-a7e1-f6d5166f4d9e,Michael Willis MD,9928587971,-49.2766913,-16.62526,product_82
cc6f4386-d0f1-44a7-847d-b5b8e9aa3fe0,Patricia Kane,888-531-7755,-49.2380804,-16.6210638,product_84
7948b2ab-5c28-46cb-927b-e65e05b9c1ae,Mark Brown,(767)586-0254x9174,-49.2557531,-16.5840281,product_96
4fff2f5c-963e-4ab4-96d3-5c818f9ebaf4,Megan Porter,9982254299,-49.2761264,-16.5723885,product_964
533419f7-b31d-480b-8a4a-9505c2e6410d,Christopher Wyatt,3349763484,-49.2551581,-16.5979499,product_205
231a4389-ef16-477b-bae4-c663eb93aac1,Jennifer Lee,+1-488-871-4349x97435,-49.2950251,-16.6362148,product_567
112f758e-b78f-461d-886b-93610f384966,Kevin Allen,795-731-8991,-49.2890396,-16.6269243,product_588
5b9ca012-e928-4c65-99c2-db548c8d8f5c,Katelyn Davis,+1-842-488-7237x74155,-49.2454654,-16.6387547,product_204
f649d010-3faa-4808-a550-7389b946a434,Kaitlyn Edwards,(818)215-6887,-49.3026047,-16.6291661,product_118
ba40ff77-4cb1-466c-ac7a-e1ecb0ba20fe,Christopher Alexander,918-700-2882,-49.2642053,-16.6043891,product_288
c7684678-69ea-497d-b405-0546413b7206,Patrick Turner,+1-455-406-8355,-49.2296059,-16.6347566,product_449
818ddc9e-6def-4162-88a0-7785df390e48,Tiffany Carey,700.631.5243,-49.3018381,-16.6185014,product_888
90185682-fea0-4f2c-b7d5-3b2c6be84a58,Cheryl Burnett,+1-640-418-5841x115,-49.228553,-16.6073389,product_636
53ef7d85-f7bd-42e0-9857-13e1a7a71ccd,Jeffrey Welch,(512)686-3861x92945,-49.2955902,-16.6073682,product_927
0f84bdc7-4209-48b6-b7e3-3ec225843bef,Emily Johnson,+1-701-579-5593,-49.253913,-16.6332144,product_65
04a7ddff-a464-4afd-a184-a22c18f53157,Samantha Jones,001-552-649-4969x539,-49.2439067,-16.6169046,product_958
d9bf5ff1-384e-4298-9d96-801be6633487,Heather Nguyen,001-366-884-2238x7347,-49.271833,-16.59031,product_292
ebf0ef27-9d2c-43ca-8764-b589121b7e67,Marc Alexander,(899)551-0671x267,-49.2535733,-16.6332279,product_578
c43849cd-6300-4f1f-95e6-75110878cb75,Stephanie Bailey,462.388.2062x377,-49.2602685,-16.5840364,product_287
143d1476-ee3d-47a7-a6ec-2109526c6937,Erin Burke,001-436-640-8032,-49.2682448,-16.5790759,product_38
f5c01ccf-d4f0-470c-b0fb-95aa85977ad4,Noah Tran,249-516-2041x4673,-49.2766244,-16.5734355,product_555
99258b13-a58c-4c97-bc68-84898044acfb,William Molina,593-588-2428,-49.2312347,-16.6312625,product_840
6b069853-f111-4693-bf31-f689a1d5bf3d,Jose Tate,526-855-5605,-49.2467121,-16.6140739,product_26
12ce3e1c-c105-4c1d-b6a3-07009af6a50d,Daniel Flores,001-422-218-8762x4308,-49.2964354,-16.6247719,product_705
e4a43cfc-d033-488c-befe-c3eff4a09402,Jason Bauer,519.960.9740x4915,-49.2322925,-16.6335937,product_211
3ba85266-cd99-4203-82ef-9f78c911e4a1,Jennifer Hubbard,335.223.9401,-49.2849413,-16.6288178,product_682
41b91a67-6b91-4041-a30b-c2e99b2b742e,Kimberly Jimenez,001-288-492-5297,-49.2895375,-16.6207446,product_15
9456c435-4578-40e0-98ef-69229df78b73,Sylvia Brown,720.463.5474x75223,-49.2975734,-16.6062838,product_74
128000f5-4c75-465b-ba4f-9ba98ddef89d,Katherine Lewis,(479)733-5436,-49.2473016,-16.6290911,product_147
ae79eaf6-1baf-4df1-a62a-8e7128040e7d,Spencer Best,438-811-0970,-49.2558101,-16.6197423,product_265
a8fead27-974c-4e47-97e6-49cf7bbc249b,Anna Logan,+1-248-659-3717,-49.2803101,-16.6255378,product_755
a3461ced-d084-45a7-a45a-e2a17664b356,Haley Chase,(389)769-1895x002,-49.2410887,-16.6172026,product_115
d5c2e8b7-0ea7-4ee5-a935-03aedb77e072,Timothy Lucas,(811)872-3060x416,-49.2539793,-16.5997865,product_53
99731635-9169-4569-84ab-df8036190ef8,Mary Williams,915-674-8038x82371,-49.2454973,-16.6386889,product_771
d67535b6-696b-419d-a820-b1206c06e055,Amber Davis,+1-851-269-4275x307,-49.2454973,-16.6386889,product_567
a8557bba-763a-47bf-9812-51fca66e2e13,Kirsten Burton,(335)846-1059x701,-49.3022391,-16.6298916,product_836
b8746777-4e37-40dc-86e8-78645e88f352,Logan Diaz,(482)226-4728x693,-49.2612324,-16.5840358,product_521
3e3d83ba-b455-4d08-a400-718c7e0b7225,Denise Best,5516053497,-49.257311,-16.6034089,product_325
7cea87e2-899e-4553-888a-8db6472db2b5,Matthew Love,(795)753-1925,-49.2857045,-16.6373127,product_399
62abf2cb-8061-45cd-b55f-cb1e725df62c,Tina Adams,809.288.8315x26975,-49.2553966,-16.6035024,product_249
77d1e542-a9de-4584-8488-2bdfb2e40a33,Dennis Ross,385-885-5436x29009,-49.2536882,-16.6266172,product_444
2fbe7625-f0cd-48a6-a99c-232031079b27,James House,529.362.3904x781,-49.2375456,-16.6355008,product_568
144a2ef3-ab52-4821-9975-21699168432b,Christina Brady,299-721-7618x75533,-49.2868626,-16.6210567,product_782
275cb5fb-a9bd-45af-bfc5-1fcda951930a,Dr. Jodi Knight,+1-496-718-9123x982,-49.3009008,-16.6118541,product_873
b0e81043-d0d9-4c29-b3b7-cf7d4ca1caf3,Kristin Marshall,+1-324-437-7335x647,-49.2635798,-16.5952664,product_49
27277ae8-b07b-41a9-a03c-dabbb0c42d0c,Sean Fernandez,001-398-435-3793x522,-49.2706062,-16.6363384,product_374
5edf1d14-d37b-4307-9775-c880c7f53be6,Taylor Valenzuela,253-823-7839x5116,-49.2305471,-16.6317767,product_344
b13349ac-516e-424e-9ab3-cdcce148f468,Cynthia Nguyen,652-371-7290,-49.2569431,-16.595641,product_495
2f24a45f-b950-444b-86da-23d24d584f95,Theresa Monroe,001-399-329-4456x174,-49.2831092,-16.6215418,product_250
dadf1307-5d63-4d72-8e7b-3024197b9b90,Tara Ruiz,+1-221-865-2423x4131,-49.2503225,-16.6139836,product_585
d63798d2-7b04-46ea-a60f-9ea9a2e0057f,Timothy Thompson,001-713-933-6805x1210,-49.267539,-16.6031824,product_780
a224e020-0fb1-43d5-a8f9-b0a737e848af,Stacey May,+1-281-809-9889,-49.2788647,-16.6363619,product_705
74c1f49b-65fb-42cc-996d-c98ca78183b9,Victoria Long,001-480-497-5684x7450,-49.2782525,-16.6359042,product_677
59da9a19-d49f-4f14-8e3b-74954257aef9,Brett Parker,001-793-214-1871x95254,-49.2969202,-16.6130292,product_479
d81a1f33-431c-4c7e-aef1-d19457020519,Michele Green,(447)336-7437x4557,-49.2685199,-16.6022499,product_200
6719ce86-2cf5-4cbf-95ec-023af8f72968,Dr. Michael Jackson,269.495.5120x45132,-49.2912064,-16.6362609,product_568
dc1dea6c-fdeb-4d74-a65f-d05707e856a5,Nicholas Cole,859-267-3085x11198,-49.244015,-16.6188226,product_454
65a20bb6-3994-41dc-8dac-406284041657,Curtis Mayer,+1-807-669-5521x73682,-49.2755366,-16.635157,product_960
08c0cafd-1cdf-4916-8c4e-502a26faa68b,Kristi Walters,(649)934-0661x8650,-49.2352015,-16.6339663,product_638
a70f4240-a695-46e2-84f1-bf33fcdbd031,Eric Allison,774.498.6113x955,-49.2732267,-16.5954438,product_141
deac5770-255e-47e9-869e-b306ef8e554a,Nathan King,+1-389-299-9653x8271,-49.301858,-16.6281747,product_672
673d581f-1638-4021-ba7a-f7eaaa177a0a,John Ballard,(896)833-7819x0482,-49.259994,-16.5997455,product_989
9e1f73d6-22b7-4c94-940d-f0df88e8372b,Tammie Kirby,(551)528-3155,-49.2674636,-16.6032237,product_937
3443ba57-0918-410e-8b9a-87800d8161ce,Timothy Kim,(893)538-0680,-49.2574074,-16.5948841,product_268
8a0a777a-3957-440b-b3e8-07e1f168eaf9,Jose Cook,266.642.5953x618,-49.2900129,-16.5847436,product_280
b360f7e6-66c7-4f37-8b73-91ce12e94b29,Travis Pitts,2432311811,-49.2955145,-16.6197162,product_811
feee9c67-76c1-4b9f-8de9-d6bec2bac060,Sharon Williams,001-431-670-0329x42658,-49.2998062,-16.6141129,product_911
28110b88-2688-4a89-a013-23386521803e,Linda Thomas,(530)218-3280x94785,-49.2491161,-16.608608,product_183
c315fe84-6cad-473c-bfbc-d848f63fca48,Jean Nash,405.809.1174,-49.2889019,-16.5802231,product_75
3b9853f9-6826-4f59-a9ef-5e5ec21ccd22,Brian Silva,(327)225-7279,-49.2990098,-16.6054529,product_774
0dfb1974-5278-4f36-b490-668a728b5ebc,Karen Jenkins,770-473-1910,-49.2318566,-16.6346152,product_651
225bf52d-ac65-4afc-aa90-b6adbc9e8ee9,Jasmine Roberts,(843)966-4067,-49.2499581,-16.6129017,product_860
c0e3d8b1-7d33-4c82-877c-fb713e74a54b,Kevin Martin,(519)987-3931x7169,-49.3013572,-16.6198791,product_299
2968adf4-95c2-4357-8834-499055ec7195,Tiffany Church,001-406-400-1391x23375,-49.3007637,-16.6167191,product_772
36b2913e-9022-4d71-b830-e79bf4acb083,Timothy Smith,001-728-263-0482x49050,-49.3009138,-16.6012967,product_851
6881a269-a92d-47d7-b8ce-02627e2c884c,Michelle Ross,001-741-408-0459,-49.2514639,-16.6259968,product_674
9b50bef3-cdfa-4df0-8ed7-45bf7fd78985,Mary Cordova,(533)684-2745,-49.2387184,-16.6202001,product_361
2c81a443-8911-4bce-b0b0-11b1abdaa0ab,Victor Jones,490-863-6434,-49.2906198,-16.5817619,product_349
dc8b4730-0735-4cda-b9a1-4e79459ab7d1,Scott Lara,(219)283-8537x9242,-49.2298115,-16.6381584,product_106
bbf5f2f1-5510-4f71-9060-0bf7107489f4,Christopher Hernandez,(338)221-8017x462,-49.2594811,-16.585902,product_374
da56827f-0804-4b92-acab-be5307dbc611,Kristina Wang,+1-220-615-7966,-49.2681862,-16.5796964,product_273
03160011-0308-4a58-8a1e-2c30f5d43442,Douglas Fisher,4726466378,-49.2586422,-16.6015644,product_999
997bba9f-ec78-4fcc-88fc-8febed402734,Emily Johnson,001-501-616-2869x503,-49.2419993,-16.6081514,product_673
4da86778-2fb7-41e7-a33f-15a23fb038de,Steven Sanchez,(219)770-5919x20330,-49.2671404,-16.617374,product_40
3c435e73-70f4-4123-a72e-1b31e5bee01e,Karen Daniels,802.809.6740x8321,-49.3011912,-16.5983893,product_641
ad8a42ae-26c8-40ef-a8fc-6c6fadbe035e,Michael Nolan,+1-917-890-9900x3531,-49.251831,-16.6245262,product_924
f83a3dbd-e66d-4add-9c5a-88d900cecc43,Madison Prince,(777)848-0689x107,-49.2577462,-16.6029986,product_458
c57c4c3b-4d30-4ae4-999f-501fc8ba9a0f,Johnny Gomez,4352520694,-49.2914379,-16.5888427,product_317
e927f6cc-9c2b-46dd-b1d6-5b227203201b,Amanda Osborne,757-924-1776,-49.2914379,-16.5888427,product_477
deb1e85f-e317-4ae9-8ab9-390e82b2597f,Christina Kennedy,828-528-0947x688,-49.2580692,-16.6025459,product_58
b41d0c25-b0b1-4ead-a2ea-82d9b711de1b,Jason Love,001-369-845-4328x139,-49.3019494,-16.624321,product_390
ed4977f4-ded0-4389-b081-4574f8f07927,Victoria Anderson,(891)685-3173x106,-49.2950251,-16.6362148,product_16
916829cd-9a10-4b35-b04b-df2aefc9a7e5,Jeffrey Allen,+1-794-255-6230x520,-49.302442,-16.629131,product_125
a7b8cb03-e11b-4bd8-aa51-fd0e9ca4fae3,Marcus Greer,001-737-433-8842x857,-49.2465216,-16.627878,product_405
b11c530a-4ba2-4d44-bfef-77472b23d207,Michael Miller,+1-820-687-2211x42641,-49.2766572,-16.5720133,product_689
de595a18-6cce-49bf-a851-f4b0cd665da5,Henry Holland,+1-808-215-5785,-49.2837975,-16.6200087,product_424
b987cd98-7e64-410a-82ce-72f830c8f043,Daniel Case,476-718-4499x451,-49.2949274,-16.6149867,product_401
f53400fb-bfbf-416f-87ad-a941ce9a000a,Kathy Cline,(649)575-7318x975,-49.2615648,-16.5938897,product_830
9cc8050b-e79b-4b92-bdd7-0954cd70916c,Mr. David Sullivan,001-843-601-6508x0986,-49.2403261,-16.6323905,product_560
c5a8e4ca-1bd2-4939-90b3-2b680e5051fb,Cole Baker,+1-270-854-4372x09492,-49.2859872,-16.5812974,product_990
45372357-ff6b-4fcb-8092-4064f1958d4a,Krystal Rodriguez,(627)904-9986x8794,-49.2649873,-16.5848554,product_474
242fecc7-646f-4f52-a5c3-044f89a31f3d,Lisa Jones,378.433.1267,-49.2576696,-16.5945057,product_685
05bd8907-c810-44c8-a239-e9691e5d16e9,Thomas Barnes,(331)603-9995x634,-49.266962,-16.5962535,product_546
83a946d2-634b-4714-8808-46c9dc1f09c3,Christopher Hill,545-319-7546,-49.2668272,-16.6174304,product_91
080a4dc8-b23d-48c8-a4ce-b17d8189fc51,Rebekah Chavez MD,227-266-9538,-49.2975734,-16.6062838,product_557
db0cea00-9edc-4dd5-9849-bc7f222b4eb2,Olivia Black,400-915-7954x67963,-49.2716068,-16.6335037,product_621
457f909b-8216-4d7c-a8d6-a2c647240732,Charles Yang,+1-243-425-5965x9592,-49.2799641,-16.5967257,product_71
19d98233-8c07-4191-a5df-5c8fefa8db22,Ashley Rogers,+1-580-733-7909x495,-49.2494527,-16.6339331,product_275
636d0388-b30a-49b8-b230-10cbd9450979,Nicole Thompson,7809358595,-49.2311025,-16.6389159,product_389
965b85a4-26d4-4247-88e0-89bc558130bf,Robert Knight,770-965-8908x5443,-49.2801955,-16.6381795,product_845
612f331f-70b1-4ca0-b640-baca811094bf,Lori Johnson,980.985.8925,-49.2941903,-16.5861246,product_809
3ed0e674-ead0-4c23-b09a-b7af8b9fa033,Gerald Webster,+1-803-822-6067x166,-49.266529,-16.5740149,product_995
9936462f-b30b-4e29-bea7-649d7bc7a74b,Sarah Mercer,(863)724-5054,-49.3009579,-16.5705271,product_680
bc518051-251a-4896-ab90-dc63b6f92f20,Kelsey Munoz,001-880-802-5210x04711,-49.3026047,-16.6291661,product_878
f01ffff4-7938-4f89-858f-98783a8d9017,Bethany Torres,(307)368-6801x98937,-49.2441599,-16.5727309,product_999
aeaf22d4-317d-4c2d-b948-a4cc1887eaaa,Jennifer Christensen,(518)785-9290,-49.2360146,-16.6307867,product_183
d4fabfc0-9ee3-4929-b436-828f6b531ba3,Kathryn Peterson,+1-535-430-5038,-49.255293,-16.6061528,product_973
a2efeaac-67cb-4bf6-80c5-0447c009a4f6,Kenneth Mclaughlin,(463)665-1852x1906,-49.3023502,-16.6373661,product_316
54cff18b-c8e4-4d14-ba29-e20eca7d229a,Anthony Henry,001-321-552-6497,-49.29739,-16.6161213,product_175
ae4ae97b-7288-422e-9132-2ec5660300e4,Kenneth Hernandez MD,769-413-7097x4344,-49.2516322,-16.6166214,product_665
245da890-5ac4-426c-8a00-e8f6641fa066,Jordan Johnson,+1-947-887-9016x155,-49.2377449,-16.6185191,product_387
87c6c9ef-9039-4f94-a127-97271d53fe87,Penny Gross,(794)827-8175,-49.2372353,-16.6186454,product_613
3b9cecd2-2cbc-4f94-9d50-4a13b9e817cc,Valerie Hines,+1-294-878-9906x583,-49.2401327,-16.6078308,product_679
af6b82ec-fea0-4b72-8243-1553bd33115c,Melissa Jackson,6967471966,-49.2362599,-16.6364284,product_117
d5e7ab8d-e1a7-4cfa-9c1d-067ac8333cc4,Julia Harrington,972-367-2958x52397,-49.2572432,-16.6049268,product_670
d5a27fe8-a3d2-4ac8-856a-6ce78f1f2006,Cynthia Fox,(272)744-9427x50745,-49.2832536,-16.6232997,product_610
faac48af-596d-406d-b634-ff70465f0a57,George Bowman,(478)598-6636,-49.2576733,-16.6163297,product_796
60e4267e-8e2e-4022-a733-768c503a178a,Rodney Lee,+1-928-440-5139,-49.2958711,-16.6235653,product_505
8fa708e2-12af-4f9d-9ce2-650ece6e1a9e,Rebecca White,869-925-2993x271,-49.2475729,-16.6251989,product_173
7c676da6-c4a4-46d0-9649-bb0e661d461f,Crystal Rush,472.818.4137,-49.2422428,-16.6124539,product_919
7a219e09-1ded-4622-af3b-3efc064e82d3,Ryan Wells,643-910-1320x149,-49.2912064,-16.6362609,product_568
2fe0bad7-431b-4b7d-b340-68b9992f1e6d,Casey Rivera,662.604.9767,-49.2407275,-16.6223352,product_561
4d77803a-9d7e-4df9-a8a9-727a77aa45f2,Duane Allison,001-668-337-3725,-49.2674636,-16.6032237,product_386
f2b5711d-3f4f-4d7b-8554-e336b95beb1b,James Craig,001-247-910-6198x70759,-49.294263,-16.6062144,product_951
f51817f5-8a7a-47b8-a7e6-6b192a06e735,Karen Gamble,001-734-237-5840,-49.2498557,-16.6241282,product_238
86d00a40-fc66-431d-97ff-b436598f1997,Alexandra Garcia,+1-881-450-0872,-49.2941245,-16.6073283,product_93
61e5e4fb-ee95-4cc5-8471-7541287852d3,Michael Banks,(765)424-4527x1388,-49.2787332,-16.6362727,product_181
ed92cbe8-d60d-4210-a9bb-91eb9d1136ec,Scott Sullivan,927.570.3056x145,-49.3014921,-16.6242143,product_681
e120b005-0947-488c-894f-7f55444be4ec,Ashley Taylor,(848)592-0245x185,-49.2846948,-16.5840048,product_792
c2f6428b-8fb6-48bc-9734-74d72e56cedd,Pamela Rivera,687-920-1817,-49.2674632,-16.595983,product_773
018a411d-4131-4f21-a3a4-8d4d0d6f75e7,Kevin Thomas,(994)901-6079,-49.270389,-16.6149042,product_132
a0ac0346-717e-4669-bb87-f814c9430ecf,Michael Gilbert,4818068152,-49.2547032,-16.6232385,product_174
ee6fabce-20f5-48aa-ad5d-c496f5627844,Jason Johnson,627-245-8667,-49.2819889,-16.6190267,product_375
8e715232-6964-4f73-afc7-848457e5da43,Debra Steele,+1-206-822-4050x4904,-49.260092,-16.5929241,product_79
2eb6024e-cc2f-42c8-aa69-a8fc226ae1c2,Michelle Moreno,674.872.8552x24026,-49.2554636,-16.6180347,product_1000
3efce363-e299-4860-8f05-edaf00d0000a,Luis Elliott,572.344.5867,-49.2609646,-16.5838603,product_631
f03f42b6-ba72-4c52-939c-8bd73417da1a,Richard Tran,+1-530-258-3099x630,-49.2572153,-16.5951311,product_8
53bc78f0-9aa7-48e6-a0cf-7119158584ae,Martin Collins,484.867.3590,-49.2898836,-16.6182462,product_287
ef9e3e07-3f42-4f3f-a3b0-22fe42decd1a,Hannah Mann,001-885-261-6427,-49.2676294,-16.6024122,product_159
bf66886d-fb91-4a70-bbca-b340509334bc,Theresa Davidson,830-249-0730x6656,-49.2794805,-16.6259033,product_761
edaa27c8-6f15-4411-a08a-1b01964cd756,Donna Carroll,001-840-321-7055,-49.2511374,-16.6234936,product_660
a66e937c-cb85-46be-aff6-c52c10fd9493,Glenn Snyder,+1-676-778-1717x692,-49.293007,-16.6181935,product_423
202c280a-03a8-4e91-ae64-53805657df8b,Charles Mcdonald,+1-516-222-0628x4644,-49.2956813,-16.6170302,product_173
fb2c8bb8-3cb3-43e4-8817-789853444b68,Robert Walters,001-454-370-3861,-49.2654839,-16.6272634,product_274
54700d44-a435-4bb1-bb8d-a4e6d905dd46,Mackenzie Pierce,585-843-8681x95045,-49.2843829,-16.6387396,product_366
13e544a3-aef8-4a12-8b6a-8ccbcbe4ea62,Lauren Riggs,327-672-5413x292,-49.2931564,-16.6078172,product_103
ac65b6fc-b739-41a2-9346-4ff3a35ca73a,Christine Riley,(312)764-5582,-49.2774153,-16.6229113,product_4
4e733aea-3032-44a7-9f71-e42947586397,Anthony Burns,001-407-776-3824,-49.2590737,-16.5871132,product_674
b20514df-69bf-4b6f-8147-ccc8ac91917e,Cynthia Barnes,646-638-5048x49045,-49.2527368,-16.6131824,product_52
a8ce913c-a177-4e68-a879-6a34850f9bfb,Katherine Roberson MD,+1-753-300-6901x424,-49.2806928,-16.6376537,product_44
f1130c1e-11b8-42ec-b295-0e7b4ed4ef36,Kimberly White,+1-968-723-3780x34019,-49.2365376,-16.6275842,product_31
8b47a394-cecd-492e-b2ac-e804f8c300e6,Steven Hernandez,878-840-2256x77811,-49.2640009,-16.6044066,product_928
5ca8f830-472e-4ded-999a-c6c84921dc05,Andrew Cox,001-708-582-5179x8807,-49.2465736,-16.6150727,product_692
1afc4718-72d3-4d07-840a-c9a38b594d62,Nicholas Franklin,+1-365-245-5407x160,-49.2748196,-16.6365676,product_247
366a946f-d2ab-4e2b-89c6-dcf9f7bc66c0,William Carter,998.260.9358x28085,-49.2812674,-16.6381389,product_396
f13ca869-6f6e-4b6e-a7d4-ffc0c7d4ca95,Alice Bridges,+1-811-545-5444x074,-49.295729,-16.6185503,product_712
a24122ce-2544-4254-9cad-4b7547c5a051,Kristin Williams,886.826.8209,-49.2985124,-16.6141107,product_592
9bfa9c64-f96d-436a-8b75-57b61d84df6f,Cindy Dunlap,436-800-1753,-49.2450417,-16.6137378,product_235
94037d78-695b-412d-b5cb-ec4cc32828f2,Brittany Jordan,001-288-337-5207x764,-49.276073,-16.5686356,product_277
a1c1c07e-e0fb-4373-b936-07af9b1d650d,David Ross,(944)778-1620x8238,-49.3022753,-16.6243955,product_5
0edbd678-d0ab-4168-9f48-4e2ad32f83ab,Linda Davis,535.689.0211x80115,-49.2698142,-16.6374748,product_204
79415681-549d-4281-81c2-9fa6f87d0060,Melissa Berry,2287162289,-49.2913067,-16.639203,product_664
08446b47-b46e-4e53-a7c2-a017f1698ade,Tiffany Mcneil,(749)663-0072x32017,-49.2794484,-16.5785061,product_545
976bfe64-c536-452c-b0e1-d95c649025a9,Kendra Harris,(567)768-0206x870,-49.2716068,-16.6335037,product_489
badd8833-4a1a-40ac-96ec-8dd79c6813ee,Nancy Ortiz,911.321.7355x387,-49.2761264,-16.5723885,product_409
6fe56fee-d6ac-48a4-9622-02150edb7f82,Cynthia Smith,8643363055,-49.2472114,-16.6166515,product_660
e050fbe4-1319-46bb-86ea-30e4b8526927,Michael Rivas,865.351.7243x2147,-49.2971226,-16.6110634,product_525
8c1d8853-099f-4972-82a4-cccf510bf9c9,Jennifer Walker,8458503251,-49.2538648,-16.6360469,product_367
b198724f-3246-46f3-9a9e-9c2e19b6f566,Cassandra Garcia,(378)569-6842x3158,-49.2763924,-16.6245962,product_995
855e6a9a-bd37-4f4b-a844-5dc2f121182f,Sarah Rubio,512.892.3563,-49.3003837,-16.6053586,product_705
3e281fb0-7742-4875-8c46-8e65c437c143,Adrienne Sharp,(557)656-3656x3202,-49.2801831,-16.5738441,product_218
6fa691d7-5228-448f-9497-8bdbd1b04488,Angela Bullock,(592)585-3566x304,-49.237563,-16.633424,product_425
e387c41a-63e2-494d-b756-d9a7c806842b,Vincent Walton,(301)734-8651x46938,-49.2684732,-16.5789692,product_145
9232eed9-e903-468d-b8d9-2aab50e9e529,Carrie Johnson,660.216.4984,-49.2612939,-16.5895594,product_313
07811db7-08f9-4b47-bf74-1e799d1bc8fb,Kimberly Williams,811.851.2213,-49.2843218,-16.6262741,product_519
06babee0-d87a-4430-8a12-95a653a24be8,Sally Pena,915.999.4720,-49.2317573,-16.6236387,product_870
c5d776f2-14fe-4013-83ae-5b2b5d838db8,Jamie Brooks,001-355-250-7157x7020,-49.2396353,-16.6067879,product_484
ffbc7540-1e48-4a24-b99f-23bf4f38d912,Amanda Ochoa,616.737.8444x913,-49.2943462,-16.626576,product_536
e82fc769-3646-4f01-81cc-360791866433,Luis Booker,266-634-4440,-49.2540823,-16.6296447,product_237
ffe53998-8f6d-417f-ac13-f1abd585082e,Jason Lee,450-549-4022x54547,-49.2559898,-16.6235251,product_216
80ed1511-6476-46ac-bca5-46734a3fabd0,Martha Wheeler,(201)620-0078x1391,-49.2792951,-16.6384828,product_178
4a5e1552-cd6b-4f7e-9c3b-dc3da2658b92,Nicolas Johnson,4276453109,-49.2901222,-16.6387907,product_748
be59731a-7bb7-4a72-b7da-e850d5807620,Veronica Bennett,269.239.1504x3721,-49.2374342,-16.6167249,product_57
c20cbdf7-f484-4a83-aabc-945d0b1b5518,Edward Mason,590.437.8030,-49.2640009,-16.6044066,product_670
78c2a403-d04c-4413-ae8d-54d59974f333,Brandy Barnes,001-955-982-0536x210,-49.2683717,-16.6377898,product_540
da66abfc-28ef-4e54-95b0-c135590bcc8d,Connie Quinn,261.764.8785,-49.2505887,-16.635676,product_34
2d9374eb-c2b4-4278-9600-733690ecae7e,Laura Vega,3965135630,-49.2303506,-16.6346987,product_75
